,תאריך ביקור,יישוב,Date,Time,Hour,x,y
609,2021-02-16 12:08:00,חדרה,2021-02-16,12:08:00,12,192540.0,704671.0
610,2021-02-18 09:03:00,קלנסווה,2021-02-18,09:03:00,9,198032.0,688339.0
611,2021-02-18 09:41:00,ג'סר א-זרקא,2021-02-18,09:41:00,9,191963.0,715851.0
612,2021-02-23 08:22:00,בנימינה-גבעת עדה,2021-02-23,08:22:00,8,196683.0,714176.0
613,2021-02-25 08:23:00,חדרה,2021-02-25,08:23:00,8,192540.0,704671.0
614,2021-02-25 09:00:00,פרדס חנה-כרכור,2021-02-25,09:00:00,9,197945.0,708805.0
615,2021-02-25 10:40:00,חדרה,2021-02-25,10:40:00,10,192540.0,704671.0
616,2021-02-25 11:53:00,חדרה,2021-02-25,11:53:00,11,192540.0,704671.0
617,2021-03-01 10:52:00,אור עקיבא,2021-03-01,10:52:00,10,192712.0,712692.0
618,2021-03-01 11:13:00,מעלה עירון,2021-03-01,11:13:00,11,214887.0,717483.0
619,2021-03-02 09:01:00,נתניה,2021-03-02,09:01:00,9,187251.0,691401.0
620,2021-03-02 09:46:00,ג'סר א-זרקא,2021-03-02,09:46:00,9,191963.0,715851.0
621,2021-03-02 10:33:00,חדרה,2021-03-02,10:33:00,10,192540.0,704671.0
622,2021-03-02 11:26:00,אור עקיבא,2021-03-02,11:26:00,11,192712.0,712692.0
623,2021-03-02 12:12:00,חדרה,2021-03-02,12:12:00,12,192540.0,704671.0
624,2021-03-04 08:42:00,כפר קרע,2021-03-04,08:42:00,8,205020.0,712373.0
625,2021-03-04 09:07:00,פרדס חנה-כרכור,2021-03-04,09:07:00,9,197945.0,708805.0
626,2021-03-04 09:18:00,פרדס חנה-כרכור,2021-03-04,09:18:00,9,197945.0,708805.0
627,2021-03-04 09:46:00,חדרה,2021-03-04,09:46:00,9,192540.0,704671.0
628,2021-03-04 09:49:00,חדרה,2021-03-04,09:49:00,9,192540.0,704671.0
629,2021-03-08 10:55:00,חדרה,2021-03-08,10:55:00,10,192540.0,704671.0
630,2021-03-08 11:38:00,באקה אל-גרביה,2021-03-08,11:38:00,11,204130.0,702898.0
631,2021-03-08 12:03:00,ג'סר א-זרקא,2021-03-08,12:03:00,12,191963.0,715851.0
632,2021-03-08 12:05:00,אביאל,2021-03-08,12:05:00,12,199615.0,715338.0
633,2021-03-09 08:57:00,חדרה,2021-03-09,08:57:00,8,192540.0,704671.0
634,2021-03-09 09:56:00,חדרה,2021-03-09,09:56:00,9,192540.0,704671.0
635,2021-03-09 11:23:00,בנימינה-גבעת עדה,2021-03-09,11:23:00,11,196683.0,714176.0
636,2021-03-09 11:52:00,אור עקיבא,2021-03-09,11:52:00,11,192712.0,712692.0
637,2021-03-11 08:30:00,תלמי אלעזר,2021-03-11,08:30:00,8,198109.0,705718.0
638,2021-03-11 09:17:00,חדרה,2021-03-11,09:17:00,9,192540.0,704671.0
639,2021-03-11 09:20:00,חדרה,2021-03-11,09:20:00,9,192540.0,704671.0
640,2021-03-11 09:22:00,חדרה,2021-03-11,09:22:00,9,192540.0,704671.0
641,2021-03-11 10:44:00,נתניה,2021-03-11,10:44:00,10,187251.0,691401.0
642,2021-03-11 11:14:00,ג'סר א-זרקא,2021-03-11,11:14:00,11,191963.0,715851.0
643,2021-03-15 11:15:00,ג'סר א-זרקא,2021-03-15,11:15:00,11,191963.0,715851.0
644,2021-03-15 12:34:00,פרדס חנה-כרכור,2021-03-15,12:34:00,12,197945.0,708805.0
645,2021-03-15 12:39:00,ערערה,2021-03-15,12:39:00,12,208681.0,711765.0
646,2021-03-16 09:44:00,ג'סר א-זרקא,2021-03-16,09:44:00,9,191963.0,715851.0
647,2021-03-16 11:17:00,ג'סר א-זרקא,2021-03-16,11:17:00,11,191963.0,715851.0
648,2021-03-18 09:20:00,ג'סר א-זרקא,2021-03-18,09:20:00,9,191963.0,715851.0
649,2021-03-18 09:53:00,אור עקיבא,2021-03-18,09:53:00,9,192712.0,712692.0
650,2021-03-18 10:05:00,ג'סר א-זרקא,2021-03-18,10:05:00,10,191963.0,715851.0
651,2021-03-22 11:41:00,חדרה,2021-03-22,11:41:00,11,192540.0,704671.0
652,2021-03-22 11:49:00,חדרה,2021-03-22,11:49:00,11,192540.0,704671.0
653,2021-03-22 11:53:00,פוריידיס,2021-03-22,11:53:00,11,195797.0,722658.0
654,2021-03-22 12:13:00,מייסר,2021-03-22,12:13:00,12,204169.0,705643.0
655,2021-03-25 08:36:00,חדרה,2021-03-25,08:36:00,8,192540.0,704671.0
656,2021-03-25 08:37:00,חדרה,2021-03-25,08:37:00,8,192540.0,704671.0
657,2021-03-25 09:38:00,חדרה,2021-03-25,09:38:00,9,192540.0,704671.0
658,2021-03-25 10:09:00,חדרה,2021-03-25,10:09:00,10,192540.0,704671.0
659,2021-04-05 10:46:00,חדרה,2021-04-05,10:46:00,10,192540.0,704671.0
660,2021-04-05 11:12:00,בנימינה-גבעת עדה,2021-04-05,11:12:00,11,196683.0,714176.0
661,2021-04-06 09:03:00,פרדס חנה-כרכור,2021-04-06,09:03:00,9,197945.0,708805.0
662,2021-04-06 09:27:00,אור עקיבא,2021-04-06,09:27:00,9,192712.0,712692.0
663,2021-04-06 09:40:00,חדרה,2021-04-06,09:40:00,9,192540.0,704671.0
664,2021-04-06 09:40:00,חדרה,2021-04-06,09:40:00,9,192540.0,704671.0
665,2021-04-06 11:22:00,חדרה,2021-04-06,11:22:00,11,192540.0,704671.0
666,2021-04-08 09:18:00,ג'סר א-זרקא,2021-04-08,09:18:00,9,191963.0,715851.0
667,2021-04-08 09:49:00,חדרה,2021-04-08,09:49:00,9,192540.0,704671.0
668,2021-04-08 09:55:00,ג'סר א-זרקא,2021-04-08,09:55:00,9,191963.0,715851.0
669,2021-04-08 10:30:00,חדרה,2021-04-08,10:30:00,10,192540.0,704671.0
670,2021-04-12 12:05:00,אום אל-פחם,2021-04-12,12:05:00,12,214505.0,714034.0
671,2021-04-12 12:14:00,ג'סר א-זרקא,2021-04-12,12:14:00,12,191963.0,715851.0
672,2021-04-13 09:30:00,ג'סר א-זרקא,2021-04-13,09:30:00,9,191963.0,715851.0
673,2021-04-13 11:27:00,אליכין,2021-04-13,11:27:00,11,193179.0,701567.0
674,2021-04-13 13:19:00,מצפה אילן,2021-04-13,13:19:00,13,206756.0,707620.0
675,2021-04-19 10:30:00,פוריידיס,2021-04-19,10:30:00,10,195797.0,722658.0
676,2021-04-19 12:03:00,חדרה,2021-04-19,12:03:00,12,192540.0,704671.0
677,2021-04-20 10:00:00,ג'סר א-זרקא,2021-04-20,10:00:00,10,191963.0,715851.0
678,2021-04-20 10:33:00,ג'סר א-זרקא,2021-04-20,10:33:00,10,191963.0,715851.0
679,2021-04-20 11:07:00,בנימינה-גבעת עדה,2021-04-20,11:07:00,11,196683.0,714176.0
680,2021-04-20 11:20:00,ג'סר א-זרקא,2021-04-20,11:20:00,11,191963.0,715851.0
681,2021-04-20 12:46:00,פרדס חנה-כרכור,2021-04-20,12:46:00,12,197945.0,708805.0
682,2021-04-22 10:49:00,פרדס חנה-כרכור,2021-04-22,10:49:00,10,197945.0,708805.0
683,2021-04-22 11:34:00,פרדס חנה-כרכור,2021-04-22,11:34:00,11,197945.0,708805.0
684,2021-04-22 11:38:00,חדרה,2021-04-22,11:38:00,11,192540.0,704671.0
685,2021-04-22 11:41:00,עמיקם,2021-04-22,11:41:00,11,202218.0,718782.0
686,2021-05-03 10:51:00,אור עקיבא,2021-05-03,10:51:00,10,192712.0,712692.0
687,2021-05-03 11:26:00,ג'סר א-זרקא,2021-05-03,11:26:00,11,191963.0,715851.0
688,2021-05-03 11:43:00,ג'סר א-זרקא,2021-05-03,11:43:00,11,191963.0,715851.0
689,2021-05-04 08:49:00,פרדס חנה-כרכור,2021-05-04,08:49:00,8,197945.0,708805.0
690,2021-05-04 08:50:00,פרדס חנה-כרכור,2021-05-04,08:50:00,8,197945.0,708805.0
691,2021-05-04 10:36:00,פרדס חנה-כרכור,2021-05-04,10:36:00,10,197945.0,708805.0
692,2021-05-04 11:14:00,אור עקיבא,2021-05-04,11:14:00,11,192712.0,712692.0
693,2021-05-04 12:12:00,בנימינה-גבעת עדה,2021-05-04,12:12:00,12,196683.0,714176.0
694,2021-05-06 08:39:00,תלמי אלעזר,2021-05-06,08:39:00,8,198109.0,705718.0
695,2021-05-06 08:52:00,פרדס חנה-כרכור,2021-05-06,08:52:00,8,197945.0,708805.0
696,2021-05-06 09:26:00,עין החורש,2021-05-06,09:26:00,9,194542.0,699149.0
697,2021-05-06 09:36:00,חדרה,2021-05-06,09:36:00,9,192540.0,704671.0
698,2021-05-06 10:07:00,פרדס חנה-כרכור,2021-05-06,10:07:00,10,197945.0,708805.0
699,2021-05-06 10:20:00,ג'סר א-זרקא,2021-05-06,10:20:00,10,191963.0,715851.0
700,2021-05-06 10:59:00,ערערה,2021-05-06,10:59:00,10,208681.0,711765.0
701,2021-05-06 11:25:00,חריש,2021-05-06,11:25:00,11,204728.0,707386.0
702,2021-05-11 08:49:00,אור עקיבא,2021-05-11,08:49:00,8,192712.0,712692.0
703,2021-05-11 09:25:00,קיסריה,2021-05-11,09:25:00,9,191618.0,712309.0
704,2021-05-11 09:29:00,חדרה,2021-05-11,09:29:00,9,192540.0,704671.0
705,2021-05-11 11:19:00,חדרה,2021-05-11,11:19:00,11,192540.0,704671.0
706,2021-05-11 11:22:00,ג'ת,2021-05-11,11:22:00,11,203558.0,700670.0
707,2021-05-13 09:06:00,חדרה,2021-05-13,09:06:00,9,192540.0,704671.0
708,2021-05-13 10:11:00,חדרה,2021-05-13,10:11:00,10,192540.0,704671.0
709,2021-05-18 10:24:00,חדרה,2021-05-18,10:24:00,10,192540.0,704671.0
710,2021-05-18 10:53:00,משמרות,2021-05-18,10:53:00,10,198767.0,710306.0
711,2021-05-18 11:19:00,חדרה,2021-05-18,11:19:00,11,192540.0,704671.0
712,2021-05-18 12:13:00,חדרה,2021-05-18,12:13:00,12,192540.0,704671.0
713,2021-05-20 09:10:00,בנימינה-גבעת עדה,2021-05-20,09:10:00,9,196683.0,714176.0
714,2021-05-20 09:14:00,חדרה,2021-05-20,09:14:00,9,192540.0,704671.0
715,2021-05-20 09:22:00,חדרה,2021-05-20,09:22:00,9,192540.0,704671.0
716,2021-05-20 10:12:00,המעפיל,2021-05-20,10:12:00,10,198590.0,698295.0
717,2021-05-20 10:53:00,כפר קרע,2021-05-20,10:53:00,10,205020.0,712373.0
718,2021-05-24 10:56:00,פרדס חנה-כרכור,2021-05-24,10:56:00,10,197945.0,708805.0
719,2021-05-24 11:28:00,פרדס חנה-כרכור,2021-05-24,11:28:00,11,197945.0,708805.0
720,2021-05-25 09:00:00,פרדס חנה-כרכור,2021-05-25,09:00:00,9,197945.0,708805.0
721,2021-05-25 09:28:00,פרדס חנה-כרכור,2021-05-25,09:28:00,9,197945.0,708805.0
722,2021-05-25 10:01:00,אור עקיבא,2021-05-25,10:01:00,10,192712.0,712692.0
723,2021-05-25 10:17:00,ג'סר א-זרקא,2021-05-25,10:17:00,10,191963.0,715851.0
724,2021-05-25 10:22:00,חדרה,2021-05-25,10:22:00,10,192540.0,704671.0
725,2021-05-25 10:28:00,חדרה,2021-05-25,10:28:00,10,192540.0,704671.0
726,2021-05-25 11:05:00,חדרה,2021-05-25,11:05:00,11,192540.0,704671.0
727,2021-05-27 08:45:00,פרדס חנה-כרכור,2021-05-27,08:45:00,8,197945.0,708805.0
728,2021-05-27 09:06:00,קלנסווה,2021-05-27,09:06:00,9,198032.0,688339.0
729,2021-05-27 10:45:00,עין החורש,2021-05-27,10:45:00,10,194542.0,699149.0
730,2021-05-27 11:22:00,חדרה,2021-05-27,11:22:00,11,192540.0,704671.0
731,2021-05-31 11:23:00,זכרון יעקב,2021-05-31,11:23:00,11,195812.0,719605.0
732,2021-05-31 11:39:00,חדרה,2021-05-31,11:39:00,11,192540.0,704671.0
733,2021-05-31 12:36:00,בנימינה-גבעת עדה,2021-05-31,12:36:00,12,196683.0,714176.0
734,2021-05-31 13:00:00,חריש,2021-05-31,13:00:00,13,204728.0,707386.0
735,2021-06-01 13:06:00,חדרה,2021-06-01,13:06:00,13,192540.0,704671.0
736,2021-06-03 09:39:00,כפר קרע,2021-06-03,09:39:00,9,205020.0,712373.0
737,2021-06-03 09:57:00,חדרה,2021-06-03,09:57:00,9,192540.0,704671.0
738,2021-06-03 10:41:00,אור עקיבא,2021-06-03,10:41:00,10,192712.0,712692.0
739,2021-06-07 12:25:00,באקה אל-גרביה,2021-06-07,12:25:00,12,204130.0,702898.0
740,2021-06-07 12:29:00,חדרה,2021-06-07,12:29:00,12,192540.0,704671.0
741,2021-06-07 12:35:00,חריש,2021-06-07,12:35:00,12,204728.0,707386.0
742,2021-06-08 09:04:00,חדרה,2021-06-08,09:04:00,9,192540.0,704671.0
743,2021-06-08 09:07:00,חדרה,2021-06-08,09:07:00,9,192540.0,704671.0
744,2021-06-08 09:14:00,חדרה,2021-06-08,09:14:00,9,192540.0,704671.0
745,2021-06-08 09:26:00,חדרה,2021-06-08,09:26:00,9,192540.0,704671.0
746,2021-06-08 10:02:00,ערערה,2021-06-08,10:02:00,10,208681.0,711765.0
747,2021-06-08 10:21:00,חדרה,2021-06-08,10:21:00,10,192540.0,704671.0
748,2021-06-08 10:52:00,בנימינה-גבעת עדה,2021-06-08,10:52:00,10,196683.0,714176.0
749,2021-06-08 11:07:00,אור עקיבא,2021-06-08,11:07:00,11,192712.0,712692.0
750,2021-06-08 11:11:00,בנימינה-גבעת עדה,2021-06-08,11:11:00,11,196683.0,714176.0
751,2021-06-10 09:05:00,חדרה,2021-06-10,09:05:00,9,192540.0,704671.0
752,2021-06-10 09:11:00,אום אל-פחם,2021-06-10,09:11:00,9,214505.0,714034.0
753,2021-06-10 09:46:00,פרדס חנה-כרכור,2021-06-10,09:46:00,9,197945.0,708805.0
754,2021-06-10 11:52:00,פרדס חנה-כרכור,2021-06-10,11:52:00,11,197945.0,708805.0
755,2021-06-14 11:48:00,אור עקיבא,2021-06-14,11:48:00,11,192712.0,712692.0
756,2021-06-15 09:10:00,"בסמ""ה",2021-06-15,09:10:00,9,210076.0,715130.0
757,2021-06-15 09:13:00,פרדס חנה-כרכור,2021-06-15,09:13:00,9,197945.0,708805.0
758,2021-06-15 09:48:00,ג'סר א-זרקא,2021-06-15,09:48:00,9,191963.0,715851.0
759,2021-06-15 09:54:00,ג'סר א-זרקא,2021-06-15,09:54:00,9,191963.0,715851.0
760,2021-06-15 10:53:00,פוריידיס,2021-06-15,10:53:00,10,195797.0,722658.0
761,2021-06-17 10:22:00,חדרה,2021-06-17,10:22:00,10,192540.0,704671.0
762,2021-06-17 11:04:00,אור עקיבא,2021-06-17,11:04:00,11,192712.0,712692.0
763,2021-06-21 10:06:00,חדרה,2021-06-21,10:06:00,10,192540.0,704671.0
764,2021-06-21 11:04:00,ג'סר א-זרקא,2021-06-21,11:04:00,11,191963.0,715851.0
765,2021-06-21 12:34:00,פרדס חנה-כרכור,2021-06-21,12:34:00,12,197945.0,708805.0
766,2021-06-21 12:48:00,חריש,2021-06-21,12:48:00,12,204728.0,707386.0
767,2021-06-22 09:43:00,פוריידיס,2021-06-22,09:43:00,9,195797.0,722658.0
768,2021-06-22 10:54:00,חדרה,2021-06-22,10:54:00,10,192540.0,704671.0
769,2021-06-22 11:01:00,חדרה,2021-06-22,11:01:00,11,192540.0,704671.0
770,2021-06-24 09:42:00,חריש,2021-06-24,09:42:00,9,204728.0,707386.0
771,2021-06-24 11:02:00,באקה אל-גרביה,2021-06-24,11:02:00,11,204130.0,702898.0
772,2021-06-28 10:18:00,חדרה,2021-06-28,10:18:00,10,192540.0,704671.0
773,2021-06-28 10:19:00,חדרה,2021-06-28,10:19:00,10,192540.0,704671.0
774,2021-06-28 12:08:00,חדרה,2021-06-28,12:08:00,12,192540.0,704671.0
775,2021-06-28 12:44:00,פוריידיס,2021-06-28,12:44:00,12,195797.0,722658.0
776,2021-06-29 10:23:00,ג'סר א-זרקא,2021-06-29,10:23:00,10,191963.0,715851.0
777,2021-06-29 11:22:00,בנימינה-גבעת עדה,2021-06-29,11:22:00,11,196683.0,714176.0
778,2021-07-01 09:46:00,חדרה,2021-07-01,09:46:00,9,192540.0,704671.0
779,2021-07-01 10:21:00,אור עקיבא,2021-07-01,10:21:00,10,192712.0,712692.0
780,2021-07-01 11:14:00,חדרה,2021-07-01,11:14:00,11,192540.0,704671.0
781,2021-07-05 09:08:00,כפר פינס,2021-07-05,09:08:00,9,200463.0,710002.0
782,2021-07-05 10:45:00,אור עקיבא,2021-07-05,10:45:00,10,192712.0,712692.0
783,2021-07-06 07:51:00,חריש,2021-07-06,07:51:00,7,204728.0,707386.0
784,2021-07-06 10:03:00,חריש,2021-07-06,10:03:00,10,204728.0,707386.0
785,2021-07-06 11:28:00,חדרה,2021-07-06,11:28:00,11,192540.0,704671.0
786,2021-07-06 12:20:00,זכרון יעקב,2021-07-06,12:20:00,12,195812.0,719605.0
787,2021-07-08 08:38:00,קיסריה,2021-07-08,08:38:00,8,191618.0,712309.0
788,2021-07-08 09:50:00,ג'סר א-זרקא,2021-07-08,09:50:00,9,191963.0,715851.0
789,2021-07-08 09:57:00,חדרה,2021-07-08,09:57:00,9,192540.0,704671.0
790,2021-07-12 09:00:00,כפר פינס,2021-07-12,09:00:00,9,200463.0,710002.0
791,2021-07-19 09:00:00,אליכין,2021-07-19,09:00:00,9,193179.0,701567.0
792,2021-07-20 11:10:00,חדרה,2021-07-20,11:10:00,11,192540.0,704671.0
793,2021-07-20 12:06:00,מאור,2021-07-20,12:06:00,12,200797.0,703411.0
794,2021-07-22 09:44:00,ג'סר א-זרקא,2021-07-22,09:44:00,9,191963.0,715851.0
795,2021-07-22 10:33:00,פוריידיס,2021-07-22,10:33:00,10,195797.0,722658.0
796,2021-07-22 10:34:00,פוריידיס,2021-07-22,10:34:00,10,195797.0,722658.0
797,2021-07-26 09:32:00,חדרה,2021-07-26,09:32:00,9,192540.0,704671.0
798,2021-07-26 10:18:00,חריש,2021-07-26,10:18:00,10,204728.0,707386.0
799,2021-07-27 09:40:00,עין עירון,2021-07-27,09:40:00,9,201111.0,709952.0
800,2021-07-27 11:31:00,חיננית,2021-07-27,11:31:00,11,215978.0,709701.0
801,2021-07-27 11:36:00,חריש,2021-07-27,11:36:00,11,204728.0,707386.0
802,2021-07-27 11:39:00,פרדס חנה-כרכור,2021-07-27,11:39:00,11,197945.0,708805.0
803,2021-07-27 12:13:00,חדרה,2021-07-27,12:13:00,12,192540.0,704671.0
804,2021-07-29 09:15:00,באקה אל-גרביה,2021-07-29,09:15:00,9,204130.0,702898.0
805,2021-07-29 10:50:00,חריש,2021-07-29,10:50:00,10,204728.0,707386.0
806,2021-07-29 10:50:00,חריש,2021-07-29,10:50:00,10,204728.0,707386.0
807,2021-07-29 11:43:00,באקה אל-גרביה,2021-07-29,11:43:00,11,204130.0,702898.0
808,2021-08-02 08:39:00,תלמי אלעזר,2021-08-02,08:39:00,8,198109.0,705718.0
809,2021-08-03 08:54:00,ג'סר א-זרקא,2021-08-03,08:54:00,8,191963.0,715851.0
810,2021-08-03 09:32:00,ג'סר א-זרקא,2021-08-03,09:32:00,9,191963.0,715851.0
811,2021-08-03 09:51:00,חדרה,2021-08-03,09:51:00,9,192540.0,704671.0
812,2021-08-03 09:52:00,חדרה,2021-08-03,09:52:00,9,192540.0,704671.0
813,2021-08-03 10:57:00,חדרה,2021-08-03,10:57:00,10,192540.0,704671.0
814,2021-08-03 11:43:00,פרדס חנה-כרכור,2021-08-03,11:43:00,11,197945.0,708805.0
815,2021-08-12 09:18:00,פרדס חנה-כרכור,2021-08-12,09:18:00,9,197945.0,708805.0
816,2021-08-12 09:31:00,חדרה,2021-08-12,09:31:00,9,192540.0,704671.0
817,2021-08-12 09:41:00,ג'סר א-זרקא,2021-08-12,09:41:00,9,191963.0,715851.0
818,2021-08-12 09:42:00,ג'סר א-זרקא,2021-08-12,09:42:00,9,191963.0,715851.0
819,2021-08-12 11:25:00,ג'סר א-זרקא,2021-08-12,11:25:00,11,191963.0,715851.0
820,2021-08-12 11:42:00,בנימינה-גבעת עדה,2021-08-12,11:42:00,11,196683.0,714176.0
821,2021-08-12 12:23:00,חדרה,2021-08-12,12:23:00,12,192540.0,704671.0
822,2021-08-16 09:12:00,חדרה,2021-08-16,09:12:00,9,192540.0,704671.0
823,2021-08-17 09:28:00,באקה אל-גרביה,2021-08-17,09:28:00,9,204130.0,702898.0
824,2021-08-17 10:06:00,חריש,2021-08-17,10:06:00,10,204728.0,707386.0
825,2021-08-17 10:16:00,ג'סר א-זרקא,2021-08-17,10:16:00,10,191963.0,715851.0
826,2021-08-17 10:29:00,ערערה,2021-08-17,10:29:00,10,208681.0,711765.0
827,2021-08-17 10:40:00,חריש,2021-08-17,10:40:00,10,204728.0,707386.0
828,2021-08-17 11:25:00,חדרה,2021-08-17,11:25:00,11,192540.0,704671.0
829,2021-08-23 09:02:00,חדרה,2021-08-23,09:02:00,9,192540.0,704671.0
830,2021-08-23 10:04:00,חדרה,2021-08-23,10:04:00,10,192540.0,704671.0
831,2021-08-23 10:49:00,זמר,2021-08-23,10:49:00,10,203505.0,696817.0
832,2021-08-24 09:11:00,פוריידיס,2021-08-24,09:11:00,9,195797.0,722658.0
833,2021-08-24 09:46:00,חדרה,2021-08-24,09:46:00,9,192540.0,704671.0
834,2021-08-24 10:51:00,חדרה,2021-08-24,10:51:00,10,192540.0,704671.0
835,2021-08-24 10:58:00,חדרה,2021-08-24,10:58:00,10,192540.0,704671.0
836,2021-08-26 09:11:00,פרדס חנה-כרכור,2021-08-26,09:11:00,9,197945.0,708805.0
837,2021-08-26 09:12:00,פרדס חנה-כרכור,2021-08-26,09:12:00,9,197945.0,708805.0
838,2021-08-30 09:08:00,חדרה,2021-08-30,09:08:00,9,192540.0,704671.0
839,2021-08-31 11:26:00,פרדס חנה-כרכור,2021-08-31,11:26:00,11,197945.0,708805.0
840,2021-09-02 08:40:00,פרדס חנה-כרכור,2021-09-02,08:40:00,8,197945.0,708805.0
841,2021-09-02 09:09:00,פרדס חנה-כרכור,2021-09-02,09:09:00,9,197945.0,708805.0
842,2021-09-02 10:16:00,ערערה,2021-09-02,10:16:00,10,208681.0,711765.0
843,2021-09-09 08:31:00,אור עקיבא,2021-09-09,08:31:00,8,192712.0,712692.0
844,2021-09-09 08:38:00,כפר קרע,2021-09-09,08:38:00,8,205020.0,712373.0
845,2021-09-09 09:10:00,ג'סר א-זרקא,2021-09-09,09:10:00,9,191963.0,715851.0
846,2021-09-09 09:26:00,ג'סר א-זרקא,2021-09-09,09:26:00,9,191963.0,715851.0
847,2021-09-09 09:35:00,חדרה,2021-09-09,09:35:00,9,192540.0,704671.0
848,2021-09-09 10:17:00,אור עקיבא,2021-09-09,10:17:00,10,192712.0,712692.0
849,2021-09-09 10:58:00,חדרה,2021-09-09,10:58:00,10,192540.0,704671.0
850,2021-09-13 09:56:00,חדרה,2021-09-13,09:56:00,9,192540.0,704671.0
851,2021-09-13 10:08:00,חריש,2021-09-13,10:08:00,10,204728.0,707386.0
852,2021-09-13 10:55:00,חריש,2021-09-13,10:55:00,10,204728.0,707386.0
853,2021-09-14 08:29:00,אור עקיבא,2021-09-14,08:29:00,8,192712.0,712692.0
854,2021-09-14 09:36:00,ג'סר א-זרקא,2021-09-14,09:36:00,9,191963.0,715851.0
855,2021-09-14 09:46:00,חדרה,2021-09-14,09:46:00,9,192540.0,704671.0
856,2021-09-30 09:05:00,חדרה,2021-09-30,09:05:00,9,192540.0,704671.0
857,2021-09-30 09:20:00,חדרה,2021-09-30,09:20:00,9,192540.0,704671.0
858,2021-09-30 09:20:00,חדרה,2021-09-30,09:20:00,9,192540.0,704671.0
859,2021-09-30 10:04:00,פרדס חנה-כרכור,2021-09-30,10:04:00,10,197945.0,708805.0
860,2021-09-30 10:19:00,חדרה,2021-09-30,10:19:00,10,192540.0,704671.0
861,2021-09-30 10:23:00,באקה אל-גרביה,2021-09-30,10:23:00,10,204130.0,702898.0
862,2021-09-30 10:41:00,פוריידיס,2021-09-30,10:41:00,10,195797.0,722658.0
863,2021-10-04 08:42:00,פרדס חנה-כרכור,2021-10-04,08:42:00,8,197945.0,708805.0
864,2021-10-04 09:08:00,חדרה,2021-10-04,09:08:00,9,192540.0,704671.0
865,2021-10-04 09:38:00,אור עקיבא,2021-10-04,09:38:00,9,192712.0,712692.0
866,2021-10-04 10:21:00,ג'סר א-זרקא,2021-10-04,10:21:00,10,191963.0,715851.0
867,2021-10-05 11:21:00,חדרה,2021-10-05,11:21:00,11,192540.0,704671.0
868,2021-10-05 12:50:00,חדרה,2021-10-05,12:50:00,12,192540.0,704671.0
869,2021-10-07 10:36:00,חדרה,2021-10-07,10:36:00,10,192540.0,704671.0
870,2021-10-11 08:53:00,אום אל-פחם,2021-10-11,08:53:00,8,214505.0,714034.0
871,2021-10-11 09:53:00,חדרה,2021-10-11,09:53:00,9,192540.0,704671.0
872,2021-10-12 09:10:00,פרדס חנה-כרכור,2021-10-12,09:10:00,9,197945.0,708805.0
873,2021-10-12 09:35:00,קיסריה,2021-10-12,09:35:00,9,191618.0,712309.0
874,2021-10-12 09:42:00,חדרה,2021-10-12,09:42:00,9,192540.0,704671.0
875,2021-10-12 11:28:00,בנימינה-גבעת עדה,2021-10-12,11:28:00,11,196683.0,714176.0
876,2021-10-12 12:19:00,נתניה,2021-10-12,12:19:00,12,187251.0,691401.0
877,2021-10-12 13:28:00,ערערה,2021-10-12,13:28:00,13,208681.0,711765.0
878,2021-11-15 09:00:00,ג'סר א-זרקא,2021-11-15,09:00:00,9,191963.0,715851.0
879,2021-11-15 10:04:00,פרדס חנה-כרכור,2021-11-15,10:04:00,10,197945.0,708805.0
880,2021-11-18 09:37:00,חדרה,2021-11-18,09:37:00,9,192540.0,704671.0
881,2021-11-18 09:39:00,חדרה,2021-11-18,09:39:00,9,192540.0,704671.0
882,2021-11-18 09:59:00,ערערה,2021-11-18,09:59:00,9,208681.0,711765.0
883,2021-11-22 08:39:00,ג'סר א-זרקא,2021-11-22,08:39:00,8,191963.0,715851.0
884,2021-11-22 09:14:00,ג'סר א-זרקא,2021-11-22,09:14:00,9,191963.0,715851.0
885,2021-11-22 09:18:00,ג'סר א-זרקא,2021-11-22,09:18:00,9,191963.0,715851.0
886,2021-11-22 10:22:00,אור עקיבא,2021-11-22,10:22:00,10,192712.0,712692.0
887,2021-11-22 10:50:00,באקה אל-גרביה,2021-11-22,10:50:00,10,204130.0,702898.0
888,2021-11-23 08:30:00,כפר ויתקין,2021-11-23,08:30:00,8,188721.0,698680.0
889,2021-11-23 08:58:00,ג'סר א-זרקא,2021-11-23,08:58:00,8,191963.0,715851.0
890,2021-11-23 09:07:00,בנימינה-גבעת עדה,2021-11-23,09:07:00,9,196683.0,714176.0
891,2021-11-23 09:58:00,חדרה,2021-11-23,09:58:00,9,192540.0,704671.0
892,2021-11-29 09:36:00,עין החורש,2021-11-29,09:36:00,9,194542.0,699149.0
893,2021-11-29 10:17:00,פרדס חנה-כרכור,2021-11-29,10:17:00,10,197945.0,708805.0
894,2021-11-30 08:56:00,פרדס חנה-כרכור,2021-11-30,08:56:00,8,197945.0,708805.0
895,2021-11-30 09:25:00,ג'סר א-זרקא,2021-11-30,09:25:00,9,191963.0,715851.0
896,2021-11-30 11:17:00,בנימינה-גבעת עדה,2021-11-30,11:17:00,11,196683.0,714176.0
897,2021-12-02 09:04:00,חדרה,2021-12-02,09:04:00,9,192540.0,704671.0
898,2021-12-02 09:50:00,גן שמואל,2021-12-02,09:50:00,9,195584.0,706490.0
